lot,cd
L02,53.04373838895118
L02,52.75875905960733
L02,52.195781075424705
L02,52.59365305332059
L02,52.75746288411902
L02,52.69920271079512
L02,52.424147114505615
L02,51.97647509649324
L02,53.4185516903451
L02,52.064780610061405
L02,52.284708515387464
L02,52.892969341060294
L02,52.51551713014738
L02,52.9641340247211
L02,52.70413130083305
L02,52.74257130786682
L02,52.751330200148686
L02,53.1077669132486
L02,52.71243193575284
L02,52.73309266593977
L02,52.98120550278966
L02,53.18098782650423
L02,52.78936641356855
L02,52.39982898845664
L02,52.39805968477752
L02,52.54470507458379
L02,53.079552738216414
L02,52.9061905286713
L02,52.779517384690166
L02,52.94057799776987
L02,52.71614990320139
L02,52.17580869866787
L02,52.217337393541825
L02,52.44425982766229
L02,52.650529786346844
L02,52.28371438739672
L02,51.89907589986088
L02,52.528018019925156
L02,52.39276942418418
L02,52.30663178376056
L02,52.14828145776915
L02,52.18902429689827
L02,51.98396438239075
L02,52.629902573729645
L02,52.379607921155085
L02,52.23990768320125
L02,53.09358774188214
L02,52.831873806176155
L02,52.78112038333182
L02,52.87352548687648
L02,52.65686349860046
L02,52.50673848770089
L02,52.48243197627512
L02,52.743120004613765
L02,52.69664763623347
L02,52.939968267553205
L02,53.21474679292914
L02,53.006973339796374
L02,52.63949382303435
L02,52.9641715726038
L02,52.593170959991454
L02,51.85390007428343
L02,51.926323662965615
L02,52.68704730529771
L02,53.44372172264622
L02,52.779777420125285
L02,52.40343635817358
L02,52.807936377001454
L02,53.189791519071456
L02,52.37486985757212
L02,52.67022799137133
L02,52.645605500090795
L02,52.6534509853648
L02,52.46855545003653
L02,52.558576136262886
L02,52.92312578075142
L02,52.186780179745966
L02,52.96314037520244
L02,52.91179985775602
L02,52.40457349614742
L02,52.21090549266611
L02,51.92203567244818
L02,51.968728851816486
L02,51.93543171878231
L02,52.27441939034478
L02,52.47351296851478
L02,52.370014297074505
L02,53.25603429773618
L02,52.45809681061001
L02,52.63594608939795
L02,52.94790799500636
L02,52.76930255822894
L02,52.1459623268141
L02,52.91502680052991
L02,52.72040858730093
L02,53.08436444821509
L02,52.21457927927114
L02,52.19638162954711
L02,52.26676601421121
L02,52.69240649726152
L02,52.910151508314264
L02,52.61466012749391
L02,52.74368349511031
L02,52.47166897551703
L02,52.20935071360538
L02,52.86269267702114
L02,52.20894749649727
L02,52.74670688552766
L02,52.87375746698818
L02,53.1883193592695
L02,52.93904103293518
L02,52.510455018920105
L02,52.89192787800013
L02,52.81002070168803
L02,52.50608164647317
L02,52.90715612072858
L02,52.56146514196864
L02,52.448115386041756
L02,52.76496941797615
L02,52.31675253195847
L02,53.195103891486994
L02,52.172140357839254
L02,52.69231724961095
L02,52.50294310124156
L02,52.98777596638498
L02,52.55056881160923
L02,51.972289737248154
L02,52.2564589420254
L02,53.01806182512161
L02,52.919491121782734
L02,52.230380124997026
L02,52.89179667032561
L02,52.37250097636964
L02,52.47303059734141
L03,47.466061989928946
L03,47.66675353456029
L03,47.894235973472085
L03,46.85357280691899
L03,47.72275386771839
L03,48.163642948085915
L03,47.55822368593596
L03,47.26555397788187
L03,47.261823665055566
L03,46.85766770171691
L03,47.2992985490822
L03,48.242346583463274
L03,46.94287428348561
L03,47.72217163350467
L03,47.65259900434146
L03,47.629144276028455
L03,48.06805301761774
L03,48.019857368576574
L03,47.60348635154658
L03,47.260699186556515
L03,47.948345349716725
L03,48.15967480202626
L03,48.06760650503975
L03,47.58125886829042
L03,47.44941253550863
L03,48.44951065031205
L03,47.85941781002884
L03,48.15896085888152
L03,47.707183177572944
L03,47.47122970726482
L03,47.41862845705977
L03,47.77159679606504
L03,47.675318147289374
L03,47.54716211346528
L03,46.986213077296696
L03,47.848203754883535
L03,47.460201198414204
L03,47.63174906628191
L03,47.739793346628694
L03,47.03067066072571
L03,47.55794237332206
L03,47.44890887368362
L03,46.98972019630069
L03,47.78210144329111
L03,48.304726669160914
L03,47.43364255683623
L03,47.91642431476143
L03,47.60062537594126
L03,48.22058923531371
L03,47.573371777538654
L03,47.838676868798274
L03,47.2273481182935
L03,47.41745390889915
L03,47.83599096917624
L03,47.68658952213451
L03,47.912120795739
L03,47.89746856158273
L03,47.60718913757921
L03,47.76906390472281
L03,47.601109803428244
L03,47.30856767479691
L03,48.20050141382542
L03,48.051618091722744
L03,47.93738819513866
L03,47.60855143895586
L03,47.872254168968894
L03,48.03362272060238
L03,47.578741618921356
L03,47.05451562764195
L03,48.105235771460016
L03,47.52634252026835
L03,48.708455052351816
L03,47.49712565533474
L03,48.08441030253524
L03,48.3562677601072
L03,47.5555441129522
L03,48.14739381276594
L03,47.801149828384354
L03,47.98027563834218
L03,47.683107336374306
L03,47.86213022943592
L03,47.580192555258236
L03,48.0930028996957
L03,47.538671505026585
L03,48.08730136847419
L03,47.72029817833498
L03,47.86871583051537
L03,47.29010257438624
L03,47.88622537356633
L03,47.799279707119844
L03,48.162833016683116
L03,47.9379151233254
L03,47.639747391308966
L03,47.838800941160564
L03,47.58315769340332
L03,47.6202385357837
L03,47.92860186351876
L03,47.856470122317084
L03,47.747704976416436
L03,47.519371820332125
L03,47.5674197418899
L03,47.187991864379306
L03,47.66768112486495
L03,46.977516223498334
L03,48.65043230176681
L03,47.609517895504325
L03,47.90932852290867
L03,48.284478860288075
L03,48.11999367713649
L03,47.62869677204114
L03,47.56180283843652
L03,47.89690065160285
L03,48.099082900492775
L03,47.327046565056754
L03,47.54810833263344
L03,47.53602988986943
L03,47.6512189276925
L03,47.70620054164239
L03,47.346304797886695
L03,47.497375332904724
L03,48.0385238559346
L03,47.337068281479326
L03,46.82977232305109
L03,47.9776705536066
L03,47.3125570524783
L03,48.04427822161485
L03,47.8904790159331
L03,47.96199703867338
L03,47.479029521166886
L03,47.50767864768492
L03,48.21213419932497
L03,48.00773148303395
L03,47.17372290871316
L03,47.576995388931344
L03,48.055352732996916
L03,47.06983268095526
L03,47.6131392399894
L03,47.59700268440959
L03,47.15124079881029
L03,47.451428687250115
L03,47.65393351398285
L03,47.72952123146879
L03,47.69559468902693
L03,47.06554392390171
L03,47.63785967202916
L03,48.507977879630545
L03,47.49908533366432
L03,47.81817771079295
L03,48.096052185275404
L03,48.066749562911646
L04,52.125670290587564
L04,52.29332184624816
L04,52.527016502976316
L04,52.11547328258459
L04,52.53073489542294
L04,52.626256862838
L04,52.231557414988636
L04,52.93741641622777
L04,51.93476218646839
L04,52.444782367888344
L04,52.727011646183776
L04,52.390290898012104
L04,51.92814147713551
L04,52.44047903274997
L04,53.53459020513851
L04,52.51550139568298
L04,51.82481451113099
L04,53.01545803029126
L04,52.787418957471566
L04,52.8611838533405
L04,52.67821412304139
L04,53.097923002384796
L04,52.24439395674052
L04,52.50909280302742
L04,52.44890220143093
L04,51.926863933740464
L04,52.68578879644782
L04,52.40904826156967
L04,52.32957034814749
L04,52.66923835326242
L04,52.8541192941551
L04,51.821557497876206
L04,52.91210859164371
L04,52.00229338038516
L04,52.51193118370584
L04,52.89523528639456
L04,52.06608020181806
L04,51.88327349260855
L04,53.41647776322707
L04,52.80204874971459
L04,51.941371831644695
L04,52.92110491219888
L04,52.25672213177638
L04,52.712348315940716
L04,52.31500222906041
L04,52.167328794019504
L04,52.435477409647724
L04,52.861050743221675
L04,53.242016369148395
L04,52.54246412611613
L04,52.64767957551418
L04,52.62599824380575
L04,51.99724888775273
L04,51.98608661972273
L04,51.896557701758205
L04,51.82250591904859
L04,52.97613651244657
L04,51.89791557695031
L04,53.184447325403646
L04,52.76901632117502
L04,52.392113676291864
L04,53.00655832438592
L04,52.74091563143034
L04,52.72482296688953
L04,52.59540388962739
L04,52.21124475060026
L04,52.65141915956212
L04,52.20076730232174
L04,52.361775591403664
L04,52.364814386733045
L04,52.57535697605523
L04,52.978916872681395
L04,53.27645638713019
L04,51.95055687740453
L04,52.40075622151023
L04,52.39871469649211
L04,52.704961920778445
L04,52.775953213055026
L04,52.69669477482394
L04,52.37125357874979
L04,53.10387277196981
L04,53.107911915294416
L04,52.682021850499
L04,51.84399940022445
L04,51.61501875308986
L04,52.44324673814577
L04,52.71611592686022
L04,52.27669270607228
L04,53.1735890427309
L04,52.84415667229087
L04,52.86465739348921
L04,52.424317637022114
L04,52.2012134222256
L04,52.688003359889954
L04,52.6625369794641
L04,52.79569080706152
L04,52.676766307738575
L04,52.65327470821901
L04,52.93198845330629
L04,52.08562416038305
L04,52.24485582996639
L04,51.672340100063046
L04,52.57256741228398
L04,52.91906300804048
L04,52.16809452014263
L04,52.36952809885176
L04,52.555822452964634
L04,53.1563551753763
L04,52.64919544569045
L04,52.48690649678615
L04,51.84432385046963
L04,52.75895704030623
L04,51.70429555315257
L04,51.86567187891779
L04,52.17056760658218
L04,52.25255040757719
L04,52.40990810077109
L04,52.64100148323794
L04,52.55636655945829
L04,52.816807880344
L04,52.57995911433618
L04,52.5055300568363
L04,52.78674611611437
L04,52.86736902020657
L04,52.97948155912236
L04,52.369403330768506
L04,51.2938642178562
L04,52.14359707402167
L04,53.23104467208899
L04,52.60435704530797
L04,52.167274631952566
L04,52.46117024448984
L04,52.33278929984559
L04,52.28445294175762
L04,51.80761302182585
L04,52.125775732963874
L04,51.95061714356794
L04,52.55613615586917
L04,52.45539773599196
L04,52.11698265944571
L04,52.04287689044372
L04,52.97183099201262
L04,53.26104654102844
L04,52.62607616811962
L04,52.2909682296392
L04,52.43558407186771
L04,53.02401804598425
L04,52.532040898679604
L04,53.275194748504525
L04,52.35201547953676
L05,42.3497733277455
L05,42.64939667452046
L05,42.91346200442574
L05,42.74616472819399
L05,42.25349734014368
L05,42.8229410368749
L05,42.156246162324955
L05,41.7257509982618
L05,41.927580991212935
L05,42.786027771879226
L05,42.11430176493343
L05,41.43401562450776
L05,42.29277527940894
L05,42.76010628790125
L05,42.49232337002203
L05,42.46704096114942
L05,42.14783561076323
L05,42.41550608184669
L05,41.75676439881627
L05,42.005586128266984
L05,42.54679883482376
L05,41.82701460947763
L05,42.613331903121875
L05,41.8910695881705
L05,41.83478538112253
L05,42.72551691307369
L05,42.665468181334205
L05,42.324554710104486
L05,41.95124909867169
L05,42.305550527102994
L05,42.22118924040149
L05,42.160564970722874
L05,42.33538758899715
L05,42.49726797918973
L05,42.21255078654358
L05,42.88093001058927
L05,42.24998421702313
L05,42.373890793219175
L05,41.974480740954604
L05,41.55286116657792
L05,42.434033194725124
L05,42.42156723625527
L05,42.3406768716712
L05,41.5521204862123
L05,42.69279385358645
L05,41.88093847643465
L05,42.41500916487644
L05,41.58004583671971
L05,42.10267587023623
L05,42.78615300189471
L05,42.216068818682636
L05,42.02233660726515
L05,42.04632982569672
L05,42.97101203205106
L05,41.71723212750761
L05,42.34079294737289
L05,41.853955260831356
L05,41.50433987659528
L05,42.46818680952661
L05,41.7245947069974
L05,42.10930417218528
L05,42.28463407721204
L05,42.16299971921511
L05,41.743889090299525
L05,43.27296030223083
L05,42.71501295804573
L05,42.608197835573016
L05,42.43160627811786
L05,42.345617153827824
L05,41.99170949904074
L05,42.51961962792958
L05,42.738975670540114
L05,42.28765784267391
L05,41.815098106633165
L05,41.85746233049326
L05,41.59372695375133
L05,42.385757930662365
L05,43.24830986881545
L05,41.744358799066234
L05,42.544835253618125
L05,42.14170669574503
L05,42.77028879966836
L05,42.8990769660746
L05,42.30907573068339
L05,42.0127113600971
L05,41.860956784162546
L05,41.91162777691759
L05,41.198995757021024
L05,42.203211215389004
L05,42.22166253606442
L05,42.34551435163892
L05,42.75024547439887
L05,42.07299558730399
L05,43.20283225269112
L05,42.43244177360026
L05,42.75689200964862
L05,42.358318876177606
L05,43.093285868679125
L05,43.05225537320413
L05,43.04391612189373
L05,42.60483946302123
L05,41.83896807768122
L05,43.00802418848179
L05,42.3547912612858
L05,43.06721509624455
L05,42.929545351705364
L05,42.16341729484027
L05,41.7714971806181
L05,42.39340640195683
L05,41.96906193181085
L05,42.34281858775732
L05,42.761652528352876
L05,41.80845997349755
L05,42.30953519362483
L05,42.09808412807798
L05,42.018378383628495
L05,42.63458501458298
L05,42.993388443973465
L05,42.567578233887915
L05,42.718444550568016
L05,42.76470984975195
L05,42.41734196488382
L05,42.19706698185853
L05,42.60810043965389
L05,41.58366604514797
L05,42.191594013679044
L05,42.56520888759132
L05,42.860534359645406
L05,42.250384811795556
L05,41.613693896382316
L05,41.53012304623924
L05,41.587711711467506
L05,42.55020137233322
L05,42.171813999512054
L05,42.05599885932552
L05,42.15979000212793
L05,42.83600506720189
L05,42.20527159495873
L05,43.05281670261158
L05,41.86741980141972
L05,42.511505665570674
L05,42.3157080509079
L05,41.84396936597879
L05,42.0418320620997
L05,42.98584394985577
L05,42.02847084071996
L05,42.27588739478388
L05,41.99698715075385
L05,41.82963721641024
L05,41.95176089145429
L06,43.022617060612944
L06,42.5894223597911
L06,43.092882373900906
L06,43.17253722575979
L06,43.26779648956764
L06,42.86914372522167
L06,43.50068497683849
L06,42.83693865860119
L06,43.988028888710915
L06,43.68983940499844
L06,42.782059974074635
L06,42.57177112444815
L06,42.61865499652205
L06,42.67244590195821
L06,42.963540780010824
L06,43.69285284136091
L06,42.92269555207254
L06,42.9938380185018
L06,42.968240017756386
L06,43.379371780936715
L06,43.2806727885687
L06,43.24720827307032
L06,43.23679323917737
L06,43.166517933677035
L06,43.141195658906796
L06,43.2283921829889
L06,43.08019956525858
L06,43.07415143242245
L06,42.51966950318372
L06,43.31940933459981
L06,43.02921604169798
L06,42.94997483997475
L06,43.500645047853034
L06,42.24641346933979
L06,42.91842667723313
L06,43.550587977459436
L06,42.56554338440643
L06,42.56515866559115
L06,42.996672505911704
L06,44.03798943435175
L06,42.85200952919475
L06,42.75804047585469
L06,43.203097390601684
L06,43.106823835107924
L06,43.20106770650934
L06,44.01499954092688
L06,43.02794605089312
L06,44.032875520708785
L06,43.28006295679561
L06,42.729763462733985
L06,43.4367317381127
L06,43.24382047703454
L06,43.73900413036624
L06,43.07094793892236
L06,42.86138623749127
L06,43.14843361890005
L06,42.681388581097
L06,43.048050356588675
L06,42.98704641189954
L06,42.8188566160094
L06,42.49993705984658
L06,43.40574862481426
L06,43.14445534145716
L06,43.48510771215669
L06,42.70472443391815
L06,44.0805793888602
L06,42.95490603484275
L06,43.729016154293994
L06,42.94805032025555
L06,43.186596696319434
L06,42.97097640668503
L06,42.910963683327154
L06,43.156031540992764
L06,42.749896554337624
L06,42.96855194291257
L06,43.45957932205416
L06,43.11108986726516
L06,43.410134033787344
L06,42.257329051977365
L06,43.15810928406638
L06,43.14838011337214
L06,42.361972958512546
L06,43.68138617316165
L06,42.94152460369936
L06,42.89732190449989
L06,43.68028899588538
L06,43.6969720478594
L06,42.565682230034554
L06,42.705296653315635
L06,42.70973424730541
L06,42.83820274784284
L06,43.459515256479975
L06,43.01685512295732
L06,42.930779248130534
L06,42.54090542361437
L06,43.5467619801938
L06,43.09654394518954
L06,42.68551666292164
L06,42.940711173639414
L06,42.60960731036048
L06,42.975398943457094
L06,42.76802648593223
L06,42.73339480524656
L06,42.70221404007876
L06,43.30726100134393
L06,43.21464706770889
L06,42.669066756790876
L06,43.50669390397826
L06,43.35807934061735
L06,43.07431212000013
L06,42.80273862361143
L06,43.07543908471792
L06,43.63082187473626
L06,43.19901418906739
L06,43.55806664140363
L06,42.57989435859837
L06,43.50136796833723
L06,42.9643144248417
L06,43.885866311506064
L06,42.76890134409613
L06,43.57319307048363
L06,42.99535761969612
L06,42.61056344210423
L06,42.67522669003429
L06,42.655331519463004
L06,43.40495634732376
L06,43.63577104997176
L06,42.971559556608256
L06,43.213803276470976
L06,43.54490398279196
L06,42.906892117762105
L06,42.45333377666606
L06,43.29466371317548
L06,43.20848703407574
L06,42.26736370880443
L06,43.04108606736338
L06,42.6689882203843
L06,42.53971535653412
L06,43.15549782671573
L06,43.07415386132007
L06,42.596715547929676
L06,43.134068522629725
L06,43.40761510702973
L06,43.05825701356127
L06,43.37320511615297
L06,43.04250303017834
L06,42.90347082951789
L06,43.63810441696901
L06,43.21876363799875
L06,43.36405780686147
L07,44.60154468138569
L07,45.39989983846705
L07,45.45797417125161
L07,44.91068757560973
L07,45.39828049221436
L07,44.59284356450573
L07,45.36051873320835
L07,44.77480766333368
L07,44.82388471323978
L07,45.26600317829759
L07,45.14739976401853
L07,45.11865190056947
L07,45.55507464141659
L07,45.33592639555789
L07,44.60079968297945
L07,44.82633765338615
L07,45.06213142397299
L07,45.215836960742564
L07,45.00072227138345
L07,45.22379261046229
L07,45.01298174965848
L07,45.191574737070134
L07,45.09418480392867
L07,45.85401760403893
L07,45.19696954377081
L07,45.51424591673748
L07,45.50652134205213
L07,45.91313100473896
L07,45.200236467229814
L07,45.09330630487126
L07,45.93090700279856
L07,45.0587383698593
L07,45.483471865457275
L07,45.37046412334563
L07,45.311509988293636
L07,45.154349963406005
L07,44.96579938275369
L07,44.680197297801975
L07,45.326152948533554
L07,45.417854126924205
L07,45.872396309478205
L07,44.58655634876166
L07,44.68350500471579
L07,44.72103050535754
L07,45.08773467788282
L07,46.140616661529585
L07,45.181778069113776
L07,45.73663740647501
L07,45.462476816987945
L07,45.86460606849697
L07,45.27506937358905
L07,45.239813176771555
L07,44.69483912782681
L07,45.136562598547556
L07,45.253201820917816
L07,44.570507370295886
L07,45.30874953088386
L07,45.2787946603727
L07,45.26230657173781
L07,45.18301119132095
L07,45.675780906920146
L07,45.24339593490866
L07,44.82868729921215
L07,45.19598271334879
L07,44.85430186888962
L07,45.59232844480013
L07,45.46039301963281
L07,44.68669261183467
L07,44.71639330289826
L07,45.30806555051878
L07,45.10053313212727
L07,45.50261732859607
L07,44.937475699154376
L07,45.32466286166072
L07,45.321337030941756
L07,45.44399983103662
L07,44.27684912795453
L07,45.09277341927398
L07,44.852219871541635
L07,44.774182758510825
L07,45.11043277986895
L07,45.266905782153124
L07,45.023879870556144
L07,46.12480028029001
L07,44.8605486085356
L07,44.67869370769004
L07,45.854850235745616
L07,44.89538002775099
L07,45.20613327028997
L07,45.45842750015
L07,45.29257592870767
L07,44.965721504576685
L07,45.8622039266998
L07,45.493545600674196
L07,44.60551302807022
L07,45.388919663426535
L07,45.0938226484899
L07,45.51993416182959
L07,45.093186981290344
L07,45.57034525322924
L07,45.01178000028744
L07,45.76548611360407
L07,45.09290719785823
L07,45.501807418873575
L07,44.78073977238223
L07,45.34033697966304
L07,44.53945414087515
L07,43.88824940073525
L07,44.987713890990726
L07,44.65676046533729
L07,45.80356359000677
L07,45.80529467371077
L07,45.21296294814008
L07,45.08521004453214
L07,45.190818546595864
L07,44.72419725897767
L07,45.321087069166886
L07,44.6548930976441
L07,45.739487888932544
L07,44.75455612068089
L07,45.80330482880232
L07,44.95752756457122
L07,45.679355835374544
L07,45.626672361346046
L07,45.41768231496581
L07,44.82918825321727
L07,45.592275089758395
L07,44.89154490296362
L07,45.23542090678922
L07,45.64457332955747
L07,45.75915739833692
L07,45.32622389255968
L07,45.790402189317746
L07,44.905684011822046
L07,44.74471287937723
L07,44.71095435030176
L07,45.25422365154247
L07,44.841612789714084
L07,45.394818028992475
L07,45.3701993054662
L07,45.19792462255179
L07,45.01820270163281
L07,44.747112248588685
L07,45.25313073231302
L07,44.86999469010577
L07,45.078467009447955
L07,45.685977024207645
L07,45.757975624857615
L07,45.56460001633612
L07,45.08530878063094
